3679885359158219,IRR1SAKH0101,SAKX1,Iran Const. Inv-R,SAKH,وساختح,ح . سرمايه‌ گذاري‌ ساختمان‌,IRR1SAKH0109,20171213,1,سرمايه گذاري ساختمان ايران,A,N1,NO,1,70 ,7099,400
3681415009616010,IRO1LYZD0001,LYZD1,Yazd Tire,LYZD,پيزد,مجتمع‌صنايع‌لاستيك‌يزد,IRO1LYZD0003,20091103,1,مجتمع‌صنايع‌لاستيك‌يزد,A,N2,NO,5,29 ,2915,300
3692443157966617,IROCTB110041,0T041,TB11-933566C170621,TB11,اخزا11خ4,اختيارخ اخزا11-933566-960331,IROCTB110040,20170419,1,اسناد خزانه اسلامي960724,A,41,NO,8,69 ,6940,322
3715246194918044,IRB3KORZ9821,KORQ1,Siman Kord. 22%,KORZ,سكرد98,مشاركت سيمان كردستان980219,IRB3KORZ9824,20180721,2,مشاركت سيمان كردستان980219,A,Z1,NO,4,69 ,6923,306
3722699128879020,IRO1TAYD0001,TAYD1,Tidewater,TAYD,حتايد,تايدواترخاورميانه,IRO1TAYD0004,20191118,1,تايدواترخاورميانه‌,A,N1,NO,1,60 ,6003,300
3724461228711185,IRO1GENR0001,GENR1,General,GENR,لجرال,جنرال‌,IRO1GENR0002,20081126,1,جنرال‌,A,N4,NO,4,29 ,2930,300
3727693296236633,IRR1SAMA0101,SAMX1,Ama-R,SAMA,فاماح,ح . صنعتي‌ آما,IRR1SAMA0104,20171213,1,صنعتي‌ آما,A,N1,NO,3,28 ,2899,400
3823146019192598,IRR3SHHZ0101,SHHX1,Shahdab Khorasan-R,SHHZ,غشهدابح,ح. كشت و صنعت شهداب ناب خراسان,IRR3SHHZ0103,20190729,2,كشت و صنعت شهداب ناب خراسان,A,Z1,NO,3,42 ,4249,403
3823243780502959,IRO1TKIN0001,TKIN1,Techinco,TKIN,رتكو,كنترل‌خوردگي‌تكين‌كو,IRO1TKIN0000,20191229,1,كنترل‌خوردگي‌تكين‌كو,A,N2,NO,5,74 ,7422,300
3826561665587230,IRO6MELZ9761,TM081,Melli Mortgage1809,MELZ,تملي706,تسهيلات مسكن ب. ملي-شهريور97,IRO6MELZ9762,20180929,2,تسهيلات مسكن بانك ملي ايران,A,Z1,NO,4,59 ,5910,307
3833483672193514,IRO7SMGP0001,SMGP1,Simorgh Co.,SMGP,سيمرغ,سيمرغ,IRO7SMGP0003,20180721,4,سيمرغ,A,P1,NO,7,01 ,0141,309
3852548583453231,IRR1GMEL0101,GMEX1,Melli Ind. Grp.-R,GMEL,ومليح,ح . گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,IRR1GMEL0101,20171213,1,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,A,N2,NO,5,19 ,1999,400
3863538898378476,IRO1MSKN0001,MSKN1,Housing Inv.,MSKN,ثمسكن,سرمايه‌گذاري‌ مسكن‌,IRO1MSKN0005,20190727,1,سرمايه‌گذاري‌ مسكن‌,A,N1,NO,1,70 ,7021,300
3893110467363738,IRR1NAFT0101,NAFX1,Oil Ind. Inv.-R,NAFT,ونفتح,ح . سرمايه‌گذاري‌ صنعت‌ نفت‌,IRR1NAFT0107,20180904,1,سرمايه‌گذاري صنعت‌نفت‌‌,A,N1,NO,1,23 ,2399,400
